"","id","duration","start_station_name","end_station_name","start_station_id","end_station_id","trip_status"
"615",246119,136,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"616",246118,110,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"617",246114,70,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"618",246039,72,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"619",245823,103,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"620",245737,61,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"621",245096,67,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"622",244131,137,"Golden Gate at Polk","Golden Gate at Polk",59,59,"cancelled"
"623",244068,85,"San Antonio Caltrain Station","San Antonio Caltrain Station",29,29,"cancelled"
"624",243962,75,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"625",243243,95,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"626",242643,175,"5th at Howard","5th at Howard",57,57,"cancelled"
"627",242555,131,"Market at 4th","Market at 4th",76,76,"cancelled"
"628",242479,111,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"629",242264,131,"California Ave Caltrain Station","California Ave Caltrain Station",36,36,"cancelled"
"630",241904,107,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"631",241881,96,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"632",241602,109,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"633",241582,118,"Market at 10th","Market at 10th",67,67,"cancelled"
"634",241543,66,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"635",240270,85,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"636",239947,164,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"637",239649,72,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"638",239048,70,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"639",238371,97,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"640",238139,116,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"641",237630,139,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"642",237624,136,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"643",236909,87,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"644",236112,136,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"645",236039,102,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"646",235972,70,"San Antonio Caltrain Station","San Antonio Caltrain Station",29,29,"cancelled"
"647",234023,100,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"648",233220,77,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"649",233107,155,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"650",232739,136,"San Antonio Caltrain Station","San Antonio Caltrain Station",29,29,"cancelled"
"651",232485,149,"Market at 10th","Market at 10th",67,67,"cancelled"
"652",232070,69,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"653",231607,79,"Beale at Market","Beale at Market",56,56,"cancelled"
"654",231388,71,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"655",231381,130,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"656",231361,79,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"657",230923,76,"Market at 4th","Market at 4th",76,76,"cancelled"
"658",230772,65,"San Antonio Shopping Center","San Antonio Shopping Center",31,31,"cancelled"
"659",229300,102,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"660",229245,114,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"661",229194,74,"San Pedro Square","San Pedro Square",6,6,"cancelled"
"662",228094,91,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"663",227988,150,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"664",227435,89,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"665",227059,97,"Market at 10th","Market at 10th",67,67,"cancelled"
"666",225578,67,"Market at 10th","Market at 10th",67,67,"cancelled"
"667",225174,64,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"668",224999,66,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"669",224844,122,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"670",224291,150,"Japantown","Japantown",9,9,"cancelled"
"671",224016,64,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"672",223755,104,"Redwood City Caltrain Station","Redwood City Caltrain Station",22,22,"cancelled"
"673",223118,150,"San Salvador at 1st","San Salvador at 1st",8,8,"cancelled"
"674",222017,63,"Post at Kearny","Post at Kearny",47,47,"cancelled"
"675",220932,94,"St James Park","St James Park",13,13,"cancelled"
"676",220770,84,"Castro Street and El Camino Real","Castro Street and El Camino Real",32,32,"cancelled"
"677",220759,64,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"678",220600,75,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"679",220378,108,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"680",219959,92,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"681",219892,64,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"682",219891,81,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"683",219873,70,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"684",219786,67,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"685",219001,120,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"686",218776,60,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"687",216178,144,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"688",216129,121,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"689",215902,84,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"690",215853,159,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"691",215807,166,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"692",215593,147,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"693",215209,105,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"694",215189,170,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"695",215107,171,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"696",214690,99,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"697",214630,69,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"698",214626,114,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"699",214074,75,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"700",213275,74,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"701",212843,153,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"702",212224,94,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"703",211814,133,"St James Park","St James Park",13,13,"cancelled"
"704",211671,94,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"705",211523,116,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"706",211327,62,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"707",211319,63,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"708",210353,62,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"709",210138,66,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"710",210028,137,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"711",208647,94,"2nd at Folsom","2nd at Folsom",62,62,"cancelled"
"712",208463,92,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"713",208063,89,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"714",207182,157,"St James Park","St James Park",13,13,"cancelled"
"715",206452,87,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"716",206392,100,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"717",206339,179,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"718",206008,64,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"719",204677,107,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"720",202979,75,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"721",202211,167,"Palo Alto Caltrain Station","Palo Alto Caltrain Station",34,34,"cancelled"
"722",201676,70,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"723",200593,91,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"724",199497,79,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"725",199465,91,"Rengstorff Avenue / California Street","Rengstorff Avenue / California Street",33,33,"cancelled"
"726",199464,125,"Rengstorff Avenue / California Street","Rengstorff Avenue / California Street",33,33,"cancelled"
"727",198940,119,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"728",198827,66,"Market at 10th","Market at 10th",67,67,"cancelled"
"729",588746,62,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"730",587995,89,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"731",587637,106,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"732",586820,89,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"733",586774,79,"Market at 10th","Market at 10th",67,67,"cancelled"
"734",586772,67,"Market at 10th","Market at 10th",67,67,"cancelled"
"735",585973,135,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"736",585938,92,"Golden Gate at Polk","Golden Gate at Polk",59,59,"cancelled"
"737",585815,167,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"738",585184,74,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"739",584667,72,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"740",584536,178,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"741",583659,76,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"742",583654,86,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"743",583345,61,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"744",583153,116,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"745",582391,70,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"746",582153,157,"Howard at 2nd","Howard at 2nd",63,63,"cancelled"
"747",581661,100,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"748",581557,75,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"749",581153,75,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"750",580968,108,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"751",580497,113,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"752",580048,116,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"753",578946,82,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"754",578518,74,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"755",578171,70,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"756",577492,131,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"757",577063,66,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"758",577025,148,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"759",576472,135,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"760",576265,75,"Golden Gate at Polk","Golden Gate at Polk",59,59,"cancelled"
"761",576216,75,"Market at 10th","Market at 10th",67,67,"cancelled"
"762",575912,66,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"763",575620,82,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"764",575455,78,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"765",575437,97,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"766",575425,174,"Arena Green / SAP Center","Arena Green / SAP Center",14,14,"cancelled"
"767",575350,88,"San Francisco City Hall","San Francisco City Hall",58,58,"cancelled"
"768",574993,86,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"769",574684,70,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"770",574497,74,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"771",574356,122,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"772",574197,85,"Paseo de San Antonio","Paseo de San Antonio",7,7,"cancelled"
"773",574024,93,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"774",573825,168,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"775",572848,86,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"776",570544,71,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"777",570229,98,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"778",569966,73,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"779",569847,127,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"780",569702,60,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"781",569620,84,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"782",569426,66,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"783",569340,92,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"784",568350,144,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"785",568115,66,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"786",567482,69,"San Pedro Square","San Pedro Square",6,6,"cancelled"
"787",567207,95,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"788",567134,81,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"789",567050,179,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"790",567033,68,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"791",565941,76,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"792",565934,69,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"793",565858,89,"Post at Kearny","Post at Kearny",47,47,"cancelled"
"794",565586,146,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"795",565561,62,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"796",565478,86,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"797",565469,120,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"798",564874,86,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"799",564588,67,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"800",564369,92,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"801",564275,90,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"802",563347,85,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"803",562072,105,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"804",561899,106,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"805",561167,150,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"806",560855,150,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"807",560805,177,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"808",560468,85,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"809",559566,140,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"810",558803,146,"Market at 4th","Market at 4th",76,76,"cancelled"
"811",558722,145,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"812",558712,87,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"813",558630,78,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"814",558228,100,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"815",558163,171,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"816",557768,75,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"817",557603,70,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"818",556714,65,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"819",556685,111,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"820",556115,84,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"821",555232,92,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"822",554606,116,"Redwood City Public Library","Redwood City Public Library",24,24,"cancelled"
"823",554044,172,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"824",553840,119,"Post at Kearny","Post at Kearny",47,47,"cancelled"
"825",553283,75,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"826",552929,132,"SJSU - San Salvador at 9th","SJSU - San Salvador at 9th",16,16,"cancelled"
"827",552825,87,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"828",552273,78,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"829",552255,115,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"830",552062,133,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"831",550693,89,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"832",550568,155,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"833",550513,102,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"834",549322,171,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"835",549254,65,"Ryland Park","Ryland Park",84,84,"cancelled"
"836",548002,81,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"837",547684,172,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"838",547516,105,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"839",547248,131,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"840",547063,63,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"841",545959,108,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"842",545958,131,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"843",545812,133,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"844",544292,67,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"845",542614,72,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"846",541591,106,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"847",541396,73,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"848",541197,135,"Redwood City Public Library","Redwood City Public Library",24,24,"cancelled"
"849",540874,95,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"850",539607,82,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"851",537670,122,"San Mateo County Center","San Mateo County Center",23,23,"cancelled"
"852",537618,121,"Castro Street and El Camino Real","Castro Street and El Camino Real",32,32,"cancelled"
"853",536782,70,"Market at 4th","Market at 4th",76,76,"cancelled"
"854",536757,166,"San Antonio Shopping Center","San Antonio Shopping Center",31,31,"cancelled"
"855",536436,155,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"856",536124,67,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"857",536026,85,"5th at Howard","5th at Howard",57,57,"cancelled"
"858",535928,83,"2nd at Folsom","2nd at Folsom",62,62,"cancelled"
"859",535862,73,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"860",534449,140,"San Mateo County Center","San Mateo County Center",23,23,"cancelled"
"861",534424,89,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"862",534343,60,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"863",534156,70,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"864",534037,124,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"865",533816,65,"Paseo de San Antonio","Paseo de San Antonio",7,7,"cancelled"
"866",533716,139,"Market at 4th","Market at 4th",76,76,"cancelled"
"867",533583,163,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"868",532407,64,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"869",530596,175,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"870",530279,152,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"871",529785,104,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"872",529441,112,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"873",529256,92,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"874",528588,73,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"875",526831,121,"Mezes Park","Mezes Park",83,83,"cancelled"
"876",525505,73,"Washington at Kearny","Washington at Kearny",46,46,"cancelled"
"877",525133,91,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"878",525093,125,"Japantown","Japantown",9,9,"cancelled"
"879",524733,174,"Market at 10th","Market at 10th",67,67,"cancelled"
"880",524083,96,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"881",523786,102,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"882",523746,88,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"883",523538,84,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"884",523346,74,"San Jose Civic Center","San Jose Civic Center",3,3,"cancelled"
"885",522990,165,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"886",522970,113,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"887",522908,94,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"888",522072,62,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"889",521346,139,"Golden Gate at Polk","Golden Gate at Polk",59,59,"cancelled"
"890",521269,71,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"891",520896,100,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"892",520600,168,"San Jose Diridon Caltrain Station","San Jose Diridon Caltrain Station",2,2,"cancelled"
"893",519313,104,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"894",518413,72,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"895",517976,101,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"896",517593,108,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"897",516957,91,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"898",516939,116,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"899",516843,129,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"900",516152,64,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"901",515776,92,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"902",515552,125,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"903",515506,97,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"904",515475,178,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"905",515387,75,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"906",515264,140,"MLK Library","MLK Library",11,11,"cancelled"
"907",515169,73,"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",73,73,"cancelled"
"908",514922,85,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"909",514464,80,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"910",513826,80,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"911",513635,138,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"912",513385,117,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"913",513329,143,"2nd at Folsom","2nd at Folsom",62,62,"cancelled"
"914",511866,161,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"915",511355,64,"Market at 10th","Market at 10th",67,67,"cancelled"
"916",511062,170,"Market at 10th","Market at 10th",67,67,"cancelled"
"917",508466,97,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"918",508274,60,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
